assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCF_000758365.1,PRJNA224116,SAMN02711722,,na,1624,1624,Lactobacillus salivarius,strain=JCM1046,,latest,Complete Genome,Major,Full,41908,ASM75836v1,University College Cork,GCA_000758365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/758/365/GCF_000758365.1_ASM75836v1,,
GCF_001011095.1,PRJNA224116,SAMN02584770,,na,1194971,1624,Lactobacillus salivarius str. Ren,strain=Ren,,latest,Complete Genome,Major,Full,42145,ASM101109v1,China Agricultural University,GCA_001011095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/095/GCF_001011095.1_ASM101109v1,,
GCF_001723525.1,PRJNA224116,SAMN05277751,,na,1624,1624,Lactobacillus salivarius,strain=CICC 23174,,latest,Complete Genome,Major,Full,42626,ASM172352v1,Acadamy of Military Medical Sciences,GCA_001723525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/525/GCF_001723525.1_ASM172352v1,,
GCF_002162055.1,PRJNA224116,SAMN06698339,,na,1624,1624,Lactobacillus salivarius,strain=ZLS006,,latest,Complete Genome,Major,Full,42886,ASM216205v1,Beijing Academy of Agriculture and Forestry Sciences,GCA_002162055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/055/GCF_002162055.1_ASM216205v1,,
GCF_900094615.1,PRJNA224116,SAMEA4359642,,na,1624,1624,Lactobacillus salivarius,,LPM01,latest,Complete Genome,Major,Full,42643,ASM90009461v1,Wellness Technologies Spa,GCA_900094615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/615/GCF_900094615.1_ASM90009461v1,,
GCF_000225325.1,PRJNA224116,SAMN02603515,,representative genome,714313,1625,Lactobacillus sanfranciscensis TMW 1.1304,strain=TMW 1.1304,,latest,Complete Genome,Major,Full,40792,ASM22532v1,"Lehrstuhl fuer technische Mikrobiologie, Technische Universitaet Muenchen",GCA_000225325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/325/GCF_000225325.1_ASM22532v1,,
GCF_000252975.1,PRJNA224116,SAMEA3138408,,na,881621,1638,Listeria ivanovii subsp. ivanovii PAM 55,strain=PAM 55,,latest,Complete Genome,Major,Full,40801,ASM25297v1,Institut Pasteur,GCA_000252975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/975/GCF_000252975.1_ASM25297v1,,
GCF_000565155.1,PRJNA224116,SAMN02743816,,na,1457190,1638,Listeria ivanovii WSLC3009,strain=WSLC3009,,latest,Complete Genome,Major,Full,41677,ASM56515v1,ETH Zurich,GCA_000565155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/155/GCF_000565155.1_ASM56515v1,,
GCF_000763475.1,PRJNA224116,SAMN02953499,,na,202752,1638,Listeria ivanovii subsp. londoniensis,strain=WSLC 30167,,latest,Complete Genome,Major,Full,41918,ASM76347v1,ETH Zurich,GCA_000763475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/475/GCF_000763475.1_ASM76347v1,,
GCF_000763495.1,PRJNA224116,SAMN02953498,,na,202752,1638,Listeria ivanovii subsp. londoniensis,strain=WSLC 30151,,latest,Complete Genome,Major,Full,41918,ASM76349v1,ETH Zurich,GCA_000763495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/495/GCF_000763495.1_ASM76349v1,,
GCF_000763515.1,PRJNA224116,SAMN02953497,,na,202751,1638,Listeria ivanovii subsp. ivanovii,strain=WSLC 3010,,latest,Complete Genome,Major,Full,41918,ASM76351v1,ETH Zurich,GCA_000763515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/515/GCF_000763515.1_ASM76351v1,,
GCF_000008285.1,PRJNA224116,SAMN02603980,,na,265669,1639,Listeria monocytogenes serotype 4b str. F2365,strain=4b F2365,,latest,Complete Genome,Major,Full,38693,ASM828v1,TIGR,GCA_000008285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/285/GCF_000008285.1_ASM828v1,,
GCF_000021185.1,PRJNA224116,SAMN02603154,,na,552536,1639,Listeria monocytogenes HCC23,strain=HCC23,,latest,Complete Genome,Major,Full,39794,ASM2118v1,"College of Veterinary Medicine, Mississippi State University",GCA_000021185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/185/GCF_000021185.1_ASM2118v1,,
GCF_000022925.1,PRJNA224116,SAMN02603721,,na,637381,1639,Listeria monocytogenes 08-5923,strain=08-5923,,latest,Complete Genome,Major,Full,40198,ASM2292v1,Public Health Agency of Canada,GCA_000022925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/925/GCF_000022925.1_ASM2292v1,,
GCF_000026705.1,PRJNA224116,SAMEA2272134,,na,568819,1639,Listeria monocytogenes serotype 4b str. CLIP 80459,strain=Clip80459,,latest,Complete Genome,Major,Full,39902,ASM2670v1,Institut Pasteur - Unite de Biologie des Bacteries Intracellulaires,GCA_000026705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/705/GCF_000026705.1_ASM2670v1,,
GCF_000093125.2,PRJNA224116,SAMN02603776,,na,653938,1639,Listeria monocytogenes 08-5578,strain=08-5578,,latest,Complete Genome,Major,Full,41802,ASM9312v2,Public Health Agency of Canada,GCA_000093125.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/125/GCF_000093125.2_ASM9312v2,,
GCF_000168575.2,PRJNA224116,SAMN00013319,,na,393126,1639,Listeria monocytogenes FSL R2-561,strain=FSL R2-561,,latest,Complete Genome,Major,Full,40799,ASM16857v2,Broad Institute,GCA_000168575.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/575/GCF_000168575.2_ASM16857v2,,
GCF_000168595.2,PRJNA224116,SAMN00012880,,na,393127,1639,Listeria monocytogenes Finland 1998,strain=Finland 1988,,latest,Complete Genome,Major,Full,40800,ASM16859v2,Broad Institute,GCA_000168595.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/595/GCF_000168595.2_ASM16859v2,,
GCF_000168635.2,PRJNA224116,SAMN00769971,,na,393130,1639,Listeria monocytogenes J0161,strain=J0161,,latest,Complete Genome,Major,Full,40793,ASM16863v2,Broad Institute,GCA_000168635.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/635/GCF_000168635.2_ASM16863v2,,
GCF_000168695.2,PRJNA224116,SAMN02641382,,na,393133,1639,Listeria monocytogenes 10403S,strain=10403S,,latest,Complete Genome,Major,Full,40793,ASM16869v2,Broad Institute,GCA_000168695.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/695/GCF_000168695.2_ASM16869v2,,
GCF_000195395.3,PRJNA224116,SAMN01816124,,na,930782,1639,Listeria monocytogenes J1-220,strain=J1-220,,latest,Complete Genome,Major,Full,42255,ASM19539v4,FDA,GCA_000195395.4,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/395/GCF_000195395.3_ASM19539v4,,
GCF_000195435.3,PRJNA224116,SAMN01813900,,na,930781,1639,Listeria monocytogenes J1816,strain=J1816,,latest,Complete Genome,Major,Full,42255,ASM19543v4,FDA,GCA_000195435.4,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/435/GCF_000195435.3_ASM19543v4,,
GCF_000196035.1,PRJNA61583,SAMEA3138329,,reference genome,169963,1639,Listeria monocytogenes EGD-e,strain=EGD-e,,latest,Complete Genome,Major,Full,37747,ASM19603v1,European Consortium,GCA_000196035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/035/GCF_000196035.1_ASM19603v1,,
GCF_000197755.2,PRJNA224116,SAMEA2271969,,na,932919,1639,Listeria monocytogenes SLCC2755,strain=SLCC2755,,latest,Complete Genome,Major,Full,41162,ASM19775v2,ERA-NET / Spatelis,GCA_000197755.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/197/755/GCF_000197755.2_ASM19775v2,,
GCF_000209755.1,PRJNA224116,SAMEA2272406,,na,563174,1639,Listeria monocytogenes L99,strain=L99,,latest,Complete Genome,Major,Full,40443,ASM20975v1,Justus-Liebig-University Giessen,GCA_000209755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/755/GCF_000209755.1_ASM20975v1,,
GCF_000210815.2,PRJNA224116,SAMEA2272627,,na,932920,1639,Listeria monocytogenes SLCC2372,strain=SLCC2372,,latest,Complete Genome,Major,Full,41162,ASM21081v2,ERA-NET / Spatelis,GCA_000210815.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/815/GCF_000210815.2_ASM21081v2,,
GCF_000218305.1,PRJNA224116,SAMN02604342,,na,1030009,1639,Listeria monocytogenes M7,strain=M7,,latest,Complete Genome,Major,Full,40708,ASM21830v1,Zhejiang University,GCA_000218305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/305/GCF_000218305.1_ASM21830v1,,
GCF_000258905.1,PRJNA224116,SAMN02604190,,na,1126011,1639,Listeria monocytogenes 07PF0776,strain=07PF0776,,latest,Complete Genome,Major,Full,41016,ASM25890v1,University of Illinois at Chicago,GCA_000258905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/905/GCF_000258905.1_ASM25890v1,,
GCF_000306905.1,PRJNA224116,SAMEA2272785,,na,879089,1639,Listeria monocytogenes SLCC2540,strain=SLCC2540,,latest,Complete Genome,Major,Full,41162,ASM30690v1,ERA-NET / Spatelis,GCA_000306905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/905/GCF_000306905.1_ASM30690v1,,
GCF_000306985.1,PRJNA224116,SAMEA2272571,,na,879090,1639,Listeria monocytogenes SLCC7179,strain=SLCC7179,,latest,Complete Genome,Major,Full,41162,ASM30698v1,ERA-NET / Spatelis,GCA_000306985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/985/GCF_000306985.1_ASM30698v1,,
GCF_000307005.1,PRJNA224116,SAMEA2272506,,na,882020,1639,Listeria monocytogenes SLCC2479,strain=SLCC2479,,latest,Complete Genome,Major,Full,41162,ASM30700v1,ERA-NET / Spatelis,GCA_000307005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/005/GCF_000307005.1_ASM30700v1,,
GCF_000307025.1,PRJNA224116,SAMEA2271997,,na,882095,1639,Listeria monocytogenes ATCC 19117,strain=ATCC 19117,,latest,Complete Genome,Major,Full,41162,ASM30702v1,ERA-NET / Spatelis,GCA_000307025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/025/GCF_000307025.1_ASM30702v1,,
GCF_000307045.1,PRJNA224116,SAMEA2272672,,na,882096,1639,Listeria monocytogenes SLCC5850,strain=SLCC5850,,latest,Complete Genome,Major,Full,41162,ASM30704v1,ERA-NET / Spatelis,GCA_000307045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/045/GCF_000307045.1_ASM30704v1,,
GCF_000307065.1,PRJNA224116,SAMEA2272177,,na,882097,1639,Listeria monocytogenes SLCC2376,strain=SLCC2376,,latest,Complete Genome,Major,Full,41162,ASM30706v1,ERA-NET / Spatelis,GCA_000307065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/065/GCF_000307065.1_ASM30706v1,,
GCF_000307085.1,PRJNA224116,SAMEA2272305,,na,882094,1639,Listeria monocytogenes L312,strain=L312,,latest,Complete Genome,Major,Full,41172,ASM30708v1,ERA-NET / Spatelis,GCA_000307085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/085/GCF_000307085.1_ASM30708v1,,
GCF_000307615.1,PRJNA224116,SAMEA2272689,,na,879088,1639,Listeria monocytogenes SLCC2378,strain=SLCC2378,,latest,Complete Genome,Major,Full,41162,ASM30761v1,ERA-NET / Spatelis,GCA_000307615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/615/GCF_000307615.1_ASM30761v1,,
GCF_000318055.1,PRJNA224116,SAMEA2272544,,na,1230340,1639,Listeria monocytogenes serotype 4b str. LL195,strain=LL195,,latest,Complete Genome,Major,Full,41234,ASM31805v1,University of Vienna,GCA_000318055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/055/GCF_000318055.1_ASM31805v1,,
GCF_000438585.1,PRJNA224116,SAMN02203126,,na,1639,1639,Listeria monocytogenes,strain=R2-502,BL9401,latest,Complete Genome,Major,Full,41471,ASM43858v1,University of California at Davis,GCA_000438585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/585/GCF_000438585.1_ASM43858v1,,
GCF_000438605.1,PRJNA224116,SAMN02203127,,na,1639,1639,Listeria monocytogenes,strain=C1-387,BL0044,latest,Complete Genome,Major,Full,41471,ASM43860v1,University of California at Davis,GCA_000438605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/605/GCF_000438605.1_ASM43860v1,,
GCF_000438625.1,PRJNA224116,SAMN02203122,,na,1639,1639,Listeria monocytogenes,strain=J2-064,BL0117,latest,Complete Genome,Major,Full,41471,ASM43862v1,University of California at Davis,GCA_000438625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/625/GCF_000438625.1_ASM43862v1,,
GCF_000438645.1,PRJNA224116,SAMN02203124,,na,1639,1639,Listeria monocytogenes,strain=J2-031,BL0125,latest,Complete Genome,Major,Full,41471,ASM43864v1,University of California at Davis,GCA_000438645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/645/GCF_000438645.1_ASM43864v1,,
GCF_000438665.1,PRJNA224116,SAMN02203123,,na,1639,1639,Listeria monocytogenes,strain=J1-108,,latest,Complete Genome,Major,Full,41471,ASM43866v1,University of California at Davis,GCA_000438665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/665/GCF_000438665.1_ASM43866v1,,
GCF_000438685.2,PRJNA224116,SAMN02203128,,na,1639,1639,Listeria monocytogenes,strain=N1-011A,BL0003,latest,Complete Genome,Major,Full,41494,ASM43868v2,University of California at Davis,GCA_000438685.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/685/GCF_000438685.2_ASM43868v2,,
GCF_000438705.2,PRJNA224116,SAMN02203125,,na,1639,1639,Listeria monocytogenes,strain=J1776,J1776,latest,Complete Genome,Major,Full,41494,ASM43870v2,University of California at Davis,GCA_000438705.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/705/GCF_000438705.2_ASM43870v2,,
GCF_000438725.2,PRJNA224116,SAMN02203129,,na,1639,1639,Listeria monocytogenes,strain=J1817,J1817,latest,Complete Genome,Major,Full,41494,ASM43872v2,University of California at Davis,GCA_000438725.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/725/GCF_000438725.2_ASM43872v2,,
GCF_000438745.2,PRJNA224116,SAMN02203130,,na,1639,1639,Listeria monocytogenes,strain=J1926,J1926,latest,Complete Genome,Major,Full,41494,ASM43874v2,University of California at Davis,GCA_000438745.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/745/GCF_000438745.2_ASM43874v2,,
GCF_000513595.1,PRJNA224116,SAMN05771122,,na,1196183,1639,Listeria monocytogenes serotype 1/2a str. 08-6569,strain=08-6569,,latest,Complete Genome,Major,Full,41646,ASM51359v1,Public Health Agency of Canada,GCA_000513595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/595/GCF_000513595.1_ASM51359v1,,
GCF_000513615.1,PRJNA224116,SAMN05771116,,na,1196161,1639,Listeria monocytogenes serotype 4b str. 81-0861,strain=81-0861,,latest,Complete Genome,Major,Full,41646,ASM51361v1,Public Health Agency of Canada,GCA_000513615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/615/GCF_000513615.1_ASM51361v1,,
GCF_000513635.1,PRJNA224116,SAMN05771121,,na,1196184,1639,Listeria monocytogenes serotype 1/2a str. 08-6997,strain=08-6997,,latest,Complete Genome,Major,Full,41646,ASM51363v1,Public Health Agency of Canada,GCA_000513635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/635/GCF_000513635.1_ASM51363v1,,
GCF_000513655.1,PRJNA224116,SAMN05771120,,na,1196188,1639,Listeria monocytogenes serotype 1/2a str. 10-0815,strain=10-0815,,latest,Complete Genome,Major,Full,41646,ASM51365v1,Public Health Agency of Canada,GCA_000513655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/655/GCF_000513655.1_ASM51365v1,,
GCF_000513675.1,PRJNA224116,SAMN05771119,,na,1196190,1639,Listeria monocytogenes serotype 1/2a str. 10-1047,strain=10-1047,,latest,Complete Genome,Major,Full,41646,ASM51367v1,Public Health Agency of Canada,GCA_000513675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/675/GCF_000513675.1_ASM51367v1,,
GCF_000513695.1,PRJNA224116,SAMN05771118,,na,1196176,1639,Listeria monocytogenes serotype 1/2a str. 88-0478,strain=88-0478,,latest,Complete Genome,Major,Full,41646,ASM51369v1,Public Health Agency of Canada,GCA_000513695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/695/GCF_000513695.1_ASM51369v1,,
GCF_000568475.1,PRJNA224116,SAMN02743815,,na,1457187,1639,Listeria monocytogenes WSLC1001,strain=WSLC1001,,latest,Complete Genome,Major,Full,41682,ASM56847v1,ETH Zurich,GCA_000568475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/475/GCF_000568475.1_ASM56847v1,,
GCF_000568935.1,PRJNA224116,SAMN02743817,,na,1457188,1639,Listeria monocytogenes WSLC1042,strain=WSLC1042,,latest,Complete Genome,Major,Full,41684,ASM56893v1,ETH Zurich,GCA_000568935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/935/GCF_000568935.1_ASM56893v1,,
GCF_000577745.1,PRJNA224116,SAMEA3138937,,na,1288295,1639,Listeria monocytogenes 6179,strain=6179,,latest,Complete Genome,Major,Full,41680,6179_18022011,VETMEDVIENNA,GCA_000577745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/577/745/GCF_000577745.1_6179_18022011,,
GCF_000582845.1,PRJNA224116,SAMEA3138952,,na,1334565,1639,Listeria monocytogenes EGD,strain=EGD,,latest,Complete Genome,Major,Full,41532,SV_1,IP,GCA_000582845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/845/GCF_000582845.1_SV_1,,
GCF_000600015.1,PRJNA224116,SAMN02689320,,na,1639,1639,Listeria monocytogenes,strain=NE dc2014,,latest,Complete Genome,Major,Full,41723,ASM60001v1,Department of Forensic Sciences,GCA_000600015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/015/GCF_000600015.1_ASM60001v1,,
GCF_000613085.1,PRJNA224116,SAMEA3138991,,na,1437838,1639,Listeria monocytogenes R479a,strain=R479a,,latest,Complete Genome,Major,Full,41721,R479A_18022011,VETMEDVIENNA,GCA_000613085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/085/GCF_000613085.1_R479A_18022011,,
GCF_000681515.1,PRJNA224116,SAMN02318985,,na,1639,1639,Listeria monocytogenes,strain=CFSAN006122,,latest,Complete Genome,Major,Full,41765,ASM68151v1,FDA/CFSAN,GCA_000681515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/515/GCF_000681515.1_ASM68151v1,,
GCF_000746625.1,PRJNA224116,SAMN03003922,,na,1639,1639,Listeria monocytogenes,strain=Lm60,,latest,Complete Genome,Major,Full,41880,ASM74662v1,"University of Zurich, Vetsuisse Faculty",GCA_000746625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/625/GCF_000746625.1_ASM74662v1,,
GCF_000800335.1,PRJNA224116,SAMN03177401,,na,1639,1639,Listeria monocytogenes,strain=NTSN,,latest,Complete Genome,Major,Full,41982,ASM80033v1,Yangzhou University,GCA_000800335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/335/GCF_000800335.1_ASM80033v1,,
GCF_000808055.1,PRJNA224116,SAMN03073546,,na,1639,1639,Listeria monocytogenes,strain=IZSAM_Lm_hs2008,,latest,Complete Genome,Major,Full,42002,ASM80805v1,IZSAM,GCA_000808055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/055/GCF_000808055.1_ASM80805v1,,
GCF_000950775.1,PRJNA224116,SAMN03372633,,na,1639,1639,Listeria monocytogenes,strain=N2306,Human listeriosis,latest,Complete Genome,Major,Full,42074,ASM95077v1,"University of Zurich, Vetsuisse Faculty",GCA_000950775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/775/GCF_000950775.1_ASM95077v1,,
GCF_001005925.1,PRJNA224116,SAMN02689388,,na,1639,1639,Listeria monocytogenes,strain=CFSAN008100,,latest,Complete Genome,Major,Full,42135,ASM100592v1,FDA/CFSAN,GCA_001005925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/925/GCF_001005925.1_ASM100592v1,,
GCF_001005985.1,PRJNA224116,SAMN02569973,,na,1639,1639,Listeria monocytogenes,strain=CFSAN007956,,latest,Complete Genome,Major,Full,42135,ASM100598v1,FDA/CFSAN,GCA_001005985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/985/GCF_001005985.1_ASM100598v1,,
GCF_001027065.1,PRJNA224116,SAMN02713647,,na,1639,1639,Listeria monocytogenes,strain=L2074,,latest,Complete Genome,Major,Full,42158,ASM102706v1,Cornell University,GCA_001027065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/065/GCF_001027065.1_ASM102706v1,,
GCF_001027085.1,PRJNA224116,SAMN02712416,,na,1639,1639,Listeria monocytogenes,strain=L1846,,latest,Complete Genome,Major,Full,42158,ASM102708v1,Cornell University,GCA_001027085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/085/GCF_001027085.1_ASM102708v1,,
GCF_001027125.1,PRJNA224116,SAMN02713648,,na,1639,1639,Listeria monocytogenes,strain=L2625,,latest,Complete Genome,Major,Full,42158,ASM102712v1,Cornell University,GCA_001027125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/125/GCF_001027125.1_ASM102712v1,,
GCF_001027165.1,PRJNA224116,SAMN02713668,,na,1639,1639,Listeria monocytogenes,strain=L2624,,latest,Complete Genome,Major,Full,42158,ASM102716v1,Cornell University,GCA_001027165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/165/GCF_001027165.1_ASM102716v1,,
GCF_001027205.1,PRJNA224116,SAMN02713644,,na,1639,1639,Listeria monocytogenes,strain=L2676,,latest,Complete Genome,Major,Full,42158,ASM102720v1,Cornell University,GCA_001027205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/205/GCF_001027205.1_ASM102720v1,,
GCF_001027245.1,PRJNA224116,SAMN02713641,,na,1639,1639,Listeria monocytogenes,strain=L2626,,latest,Complete Genome,Major,Full,42158,ASM102724v1,Cornell University,GCA_001027245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/245/GCF_001027245.1_ASM102724v1,,
GCF_001047715.1,PRJNA224116,SAMN03002783,,na,1639,1639,Listeria monocytogenes,strain=CFSAN023463,,latest,Complete Genome,Major,Full,42193,ASM104771v1,FDA/CFSAN,GCA_001047715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/715/GCF_001047715.1_ASM104771v1,,
